o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:creator,dcterms:description,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:authorList,bibo:cites,bibo:identifier,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,foaf:gender,foaf:membershipClass,cidoc-crm:P7_took_place_at,cidoc-crm:P104_is_subject_to,cidoc-crm:P4_has_time-span,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P108_has_produced,cidoc-crm:P152_has_parent,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P143_joined,cidoc-crm:P75_possesses,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P126_employed,cidoc-crm:P107i_is_current_or_former_member_of,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P53i_is_former_or_current_location_of,cidoc-crm:P1_is_identified_by,cidoc-crm:P93i_was_taken_out_of_existence_by,cidoc-crm:P149_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P27i_was_origin_of,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P82a_begin_of_the_begin,cidoc-crm:P82b_end_of_the_end,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of
27795,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6da085c8-8b5e-4bf8-a6e6-0be838932628,,,,,,,"https://it.wikipedia.org/wiki/Orero Orero (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542453 Orero",Orero,,,,,,,,,,,,,,,,,,,,,,,"de Orerio",,,,,,,,,,,,,,,,,,,,
27793,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,7e028af0-1b01-4c9e-8491-b146a2faaa0a,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/8957903 Maggiolo",Maggiolo,,,,,,,,,,,,,,,,,,,,,,,"de Maggiolo | de Maiolo",,,,,,,,,,,,,,,,,,,,
27789,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,ddcc1f8f-412b-43fd-aea6-139c908a1588,,,,,,,"https://it.wikipedia.org/wiki/Brignole_(Rezzoaglio) Brignole (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181531 Brignole",Brignole,,,,,,,,,,,,,,,,,,,,,,,"de Brignali",,,,,,,,,,,,,,,,,,,,
27787,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,82fcab73-8837-4287-a8c0-01232345eed7,,,,,,,"https://en.wikipedia.org/wiki/Syracuse,_Sicily Syracuse (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2523083 Syracuse",Syracuse,,,,,,,,,,,,,,,,,,,,,,,Siracusa,,,,,,,,,,,,,,,,,,,,
27784,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8bfedbf8-1911-4949-8867-ce4bb83d24d2,,,,,,,"https://it.wikipedia.org/wiki/Marassi Marassi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/7603202 Marassi",Marassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27782,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0e245160-c9b9-407d-bdd5-984236726893,,,,,,,"https://it.wikipedia.org/wiki/Bassignana Bassignana (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182292 Bassignana",Bassignana,,,,,,,,,,,,,,,,,,,,,,,"de Bassigna",,,,,,,,,,,,,,,,,,,,
27779,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a9cd8f40-bde1-4adf-b3a0-341415c3e3f6,,,,,,,"https://it.wikipedia.org/wiki/Sarno Sarno (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167116 Sarno",Sarno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27774,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c71c1b06-4856-4ee2-8d14-0ccdecfe45fd,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/8958325 Pogliasca",Pogliasca,,,,,,,,,,,,,,,,,,,,,,,"de Poliasca",,,,,,,,,,,,,,,,,,,,
27772,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,bbc3c0ef-f3fa-4d63-924d-f8345c35884d,,,,,,,"https://it.wikipedia.org/wiki/Albaro Albaro (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/7603221 Albaro",Albaro,,,,,,,,,,,,,,,,,,,,,,,"de Albario",,,,,,,,,,,,,,,,,,,,
27769,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,75b684d4-6635-41fb-8762-ead3241eafa3,,,,,,,"https://it.wikipedia.org/wiki/Castellaccio Castellacio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8951319 Castellaccio",Castellaccio,,,,,,,,,,,,,,,,,,,,,,,"de Castelacio",,,,,,,,,,,,,,,,,,,,
27767,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0a8f5095-c80e-4620-9960-d591d5612762,,,,,,,"https://it.wikipedia.org/wiki/Cant%C3%B9 Cantù (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3180758 Cantù",Cantù,,,,,,,,,,,,,,,,,,,,,,,"de Canturio",,,,,,,,,,,,,,,,,,,,
27763,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b3e36d32-c111-4f4a-845d-2bbf39d333cf,,,,,,,"https://it.wikipedia.org/wiki/Sessarego Sessarego (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8952597 Sessarego",Sessarego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27750,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,088397ae-7307-4d4b-b4ce-965cf26d03a5,,,,,,,"https://en.wikipedia.org/wiki/Republic_of_Lucca Republic of Lucca (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3174530 Lucca",Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27748,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8ed9240b-20d4-465e-ab6a-ae87650929db,,,,,,,"https://it.wikipedia.org/wiki/Ovada Ovada (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3171771 Ovada",Ovada,,,,,,,,,,,,,,,,,,,,,,,"de Uvada",,,,,,,,,,,,,,,,,,,,
27747,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"In the late middle ages, the loconym ""Hispania"" was a general reference to the Iberian Peninsula, essentially the region of modern-day Spain.",,,fea288a0-a897-4bf8-a91d-1bcf4d117a7b,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/2510769 Spain",Spain,,,,,,,,,,,,,,,,,,,,,,,Hispania,,,,,,,,,,,,,,,,,,,,
27741,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1126c09c-43c4-4377-b4e1-65339310f72c,,,,,,,"https://en.wikipedia.org/wiki/Crown_of_Aragon Crown of Aragon (Wikipedia)",,,,,,,,,,,,,,,,,"Crown of Aragon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27738,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e2b7040c-fdc5-4401-a3cd-be7c46635b66,,,,,,,"https://it.wikipedia.org/wiki/San_Biagio_della_Cima San Biagio della Cima (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3168522 San Biagio della Cima","San Biagio della Cima",,,,,,,,,,,,,,,,,,,,,,,"de Sancto Blaxio",,,,,,,,,,,,,,,,,,,,
27736,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,65c28803-482e-4ffe-be8f-efef780690b8,,,,,,,"https://it.wikipedia.org/wiki/Savignone Savignone (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6535089 Savignone",Savignone,,,,,,,,,,,,,,,,,,,,,,,"de Savinione | de Saviniono",,,,,,,,,,,,,,,,,,,,
27728,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,35a7232c-2b35-40df-b4a2-51483c3c4be4,,,,,,,"https://it.wikipedia.org/wiki/Villanova_d%27Albenga Villanova (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164185 Villanova d'Albenga","Villanova (Liguria)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27725,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,4f1174a6-9e5f-4362-aeee-ede9b76ae6b0,,,,,,,"https://it.wikipedia.org/wiki/Fontanigorda Fontanigorda (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3176799 Fontanigorda",Fontanigorda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27723,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c43c72b3-a9b8-45a3-b4da-6407a6454b38,,,,,,,"https://it.wikipedia.org/wiki/Canale_(Fontanigorda) Canale (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8961466 Canale",Canale,,,,,,,,,,,,,,,,,,,,,,,,,,,27725,,,,,,,,,,,,,,,,
27721,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a11dbea5-b76e-452e-ade1-8b4ac0b14886,,,,,,,"https://en.wikipedia.org/wiki/Piacenza Piacenza (Italy)",,,,,,,,,,,,,,,,"http://www.geonames.org/3171058 Piacenza",Piacenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27718,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d1be9126-dc35-4d03-86b6-36166203088d,,,,,,,"https://en.wikipedia.org/wiki/Bilbao Bilbao (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3128026 Bilbao",Bilbao,,,,,,,,,,,,,,,,,,,,,,,,,,,27680,,,,,,,,,,,,,,,,
27713,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0e08c867-7350-4ade-91f5-05f4cc18ee24,,,,,,,"https://en.wikipedia.org/wiki/Pareto,_Piedmont Pareto (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6535554 Pareto",Pareto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27708,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b62e117f-094c-46ac-84a2-22980da131ea,,,,,,,"https://en.wikipedia.org/wiki/Bobbio Bobbio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181970 Bobbio",Bobbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27705,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d02ecdc6-9dd4-4db0-96dc-6e1f71051f3c,,,,,,,"https://it.wikipedia.org/wiki/Pornassio Pornassio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170140 Pornassio",Pornassio,,,,,,,,,,,,,,,,,,,,,,,"de Pornasio",,,,,,,,,,,,,,,,,,,,
27700,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,3f932e34-2e83-4a59-8895-6844ccd5d198,,,,,,,"https://en.wikipedia.org/wiki/Policastro_Bussentino Policastro Bussentino (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170386 Policastro Bussentino",Policastro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27696,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d2c44bb5-d648-4c90-b87c-152063f09d31,,,,,,,"https://en.wikipedia.org/wiki/Sanremo Sanremo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167777 Sanremo",Sanremo,,,,,,,,,,,,,,,,,,,,,,,"de Sancto Romulo | San Remo",,,,,,,,,,,,,,,,,,,,
27691,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,820eb67e-10a4-4d16-8279-3fd3e34b774a,,,,,,,"https://en.wikipedia.org/wiki/Albissola_Marina Albisola (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3183314 Albisola",Albisola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27688,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,be5dfb89-05d7-421d-bd82-e0548f35acde,,,,,,,"https://en.wikipedia.org/wiki/History_of_Valencia History of Valencia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2509954 Valencia",Valencia,,,,,,,,,,,,,,,,,,,,,,,Valenza,,,,,,,,,,,,,,,,,,,,
27686,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2121e2e3-29a7-453a-bb47-c6b1ecd2f647,,,,,,,"https://it.wikipedia.org/wiki/Taggia Taggia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3165993 Taggia",Taggia,,,,,,,,,,,,,,,,,,,,,,,"de Tabia",,,,,,,,,,,,,,,,,,,,
27684,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,40534fef-71d4-4b86-9d01-4579c0023402,,,,,,,"https://it.wikipedia.org/wiki/Struppa Struppa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3166071 Struppa",Struppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27682,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0d993195-9485-4ab9-9743-4d13c07d7d5f,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/7603206 Fontanegli",Fontanegli,,,,,,,,,,,,,,,,,,,,,,,"de Fontanelio",,,,27684,,,,,,,,,,,,,,,,
27680,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Biscay is a province in Spain. In the Late Middle Ages it was under the dominion of the Crown of Castile.",,,a6a83e42-6e47-4dd7-92c9-aab3bc98aa11,,,,,,,"https://en.wikipedia.org/wiki/Biscay Biscay (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3104469 Biscay",Biscay,,,,,,,,,,,,,,,,,,,,,,,biscaglino,,,,26403,,,,,,,,,,,,,,,,
27675,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c03d5c54-03cd-43d7-b416-aef3e13b6f48,,,,,,,"https://en.wikipedia.org/wiki/Porto_Venere Portovenere (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170065 Portovenere",Portovenere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27673,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1fd3ea95-dd28-4c28-8400-6cf266802015,,,,,,,"https://en.wikipedia.org/wiki/Portofino Portofino (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170092 Portofino",Portofino,,,,,,,,,,,,,,,,,,,,,,,"de Portufino",,,,,,,,,,,,,,,,,,,,
27664,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,bdeebd61-4de6-47bc-808c-7e3113514c21,,,,,,,"https://it.wikipedia.org/wiki/Averara Averara (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182642 Averara",Averara,,,,,,,,,,,,,,,,,,,,,,,"de Averaria",,,,,,,,,,,,,,,,,,,,
27655,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a90883ad-476c-4364-b0cd-b4cd727e6310,,,,,,,"https://it.wikipedia.org/wiki/Chiavari Chiavari (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3178832 Chiavari",Chiavari,,,,,,,,,,,,,,,,,,,,,,,"de Clavaro",,,,,,,,,,,,,,,,,,,,
27650,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f9b13595-0b3f-4a53-a2f9-59f32772f160,,,,,,,"https://it.wikipedia.org/wiki/Sampierdarena Sampierdarena (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167872 San Pier d'Arena",Sampierdarena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27638,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b1d7d93b-f4cc-48d9-bab9-3709b7b2c010,,"CC BY-SA 3.0 | https://commons.wikimedia.org/w/index.php?curid=4092777",,,,,"https://en.wikipedia.org/wiki/Kingdom_of_Majorca Kingdom of Mallorca (Wikipedia)","Commons:Sir James or german WP:Sir James - Own work",,,,,,,,,,,,,,,"http://www.geonames.org/2514239 Majorca","kingdom of Mallorca",,,,,,,,,,,,,,,,,,,,,,,"Majorca | Maiorca",,,,,,,,,,,,,,,,,,,,
27636,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,dbfefaba-b8a5-4825-95cf-5432ffb4e3c5,,,,,,,"https://en.wikipedia.org/wiki/Principality_of_Catalonia Principality of Catalonia (Wikipedia)",,,,,,,,,,,,,,,,,"principality of Catalonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27633,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Serravalle is a small settlement currenlty located within the commune of Ortonovo, Liguria. It was under Genoese dominion during the late medieval and early modern period.",,,f3d2cda4-f7d1-4ff5-90ed-a31eba9f4de2,,,,,,,,,,,,,,,,,,,,,,,,"commune of Serravalle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27628,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d88571db-1ba4-44e1-a017-e2c18454ddba,,,,,,,"https://it.wikipedia.org/wiki/Pietrabissara Pietrabissara (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/7838890 Pietrabissara",Pietrabissara,,,,,,,,,,,,,,,,,,,,,,,"de Petrabissara",,,,,,,,,,,,,,,,,,,,
27626,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,35df3c39-349d-45aa-a001-6e8c71de5fe4,,,,,,,"https://en.wikipedia.org/wiki/Levanto,_Liguria Levanto (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3174793 Levanto",Levanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27623,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,72be331f-d1a2-4ce3-adf9-7ae51d64c84c,,,,,,,"https://it.wikipedia.org/wiki/Recco Recco (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169539 Recco",Recco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27620,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b11769eb-c431-4a83-ad6a-53917bc8321d,,,,,,,"https://it.wikipedia.org/wiki/Pegli Pegli (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3171309 Pegli",Pegli,,,,,,,,,,,,,,,,,,,,,,,"de Pelio",,,,,,,,,,,,,,,,,,,,
27617,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,914edd57-a931-40c3-b2bb-de648c3838c2,,,,,,,"https://en.wikipedia.org/wiki/Palermo Palermo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2523920 Palermo",Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,452e66d0-baf5-458a-8f53-5034c219939d,,,,,,,"https://en.wikipedia.org/wiki/Prato Prato (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169921 Prato",Prato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27607,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,da68aef9-857a-4a02-9b3e-c8559aac0170,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (around the carrubeo) of Murta",,,,,,,,,,,,,,,,,,,,,,,,,,,26324,,,,,,,,,,,,,,,,
27605,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,172f7081-9ee1-4a85-a4b4-a8bac6fde77d,,,,,,,"https://it.wikipedia.org/wiki/Davagna Davagna (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542452 Davagna",Davagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27603,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,39cba169-b9e6-44d4-8e5c-fb6c8337a8c6,,,,,,,"https://en.wikipedia.org/wiki/Malta Malta (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2562770 Malta",Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27601,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,97e371bf-3719-4ea9-8da8-c65156c1af47,,,,,,,"https://en.wikipedia.org/wiki/Manarola Manarola (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3174114 Manarola",Manarola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27599,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0777e8b4-904f-4a3a-9a8a-4e2fcf84dea0,,,,,,,"https://en.wikipedia.org/wiki/Messina Messina (Wikipeadia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2524170 Messina",Messina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27591,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,62cef3e1-f21a-473a-a342-af4b964710e3,,,,,,,"https://it.wikipedia.org/wiki/Voltaggio_(Italia) Voltaggio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3163967 Voltaggio",Voltaggio,,,,,,,,,,,,,,,,,,,,,,,"de Vultabio",,,,,,,,,,,,,,,,,,,,
27583,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,db34bd5c-6ecc-4d83-923d-9275f34d44a8,,,,,,,"https://en.wikipedia.org/wiki/Alessandria Alessandria (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3183299 Alessandria","Alessandria (Italy)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27571,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2bf10ac7-f47b-49de-bbf1-1568eb12569a,,,,,,,"https://en.wikipedia.org/wiki/Moneglia Moneglia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3173159 Moneglia",Moneglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27568,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e82536cf-7bd1-4e52-9d09-ae6c19e868f2,,,,,,,"https://it.wikipedia.org/wiki/Porto_Maurizio Porto Maurizio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170079 Porto Maurizio","Porto Maurizio",,,,,,,,,,,,,,,,,,,,,,,"Portu Mauricio | Porto Moricio | Portomaurizio",,,,,,,,,,,,,,,,,,,,
27566,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,84c95de8-2875-4f29-a51e-ee432def8f93,,,,,,,"https://en.wikipedia.org/wiki/San_Miniato San Miniato (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542091 San Miniato","San Miniato",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27563,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,092a39e6-7b0d-471b-b94b-850a21fc3bd1,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of San Sisto",,,,,,,,,,,,,,,,,,,,,,,"de Sancto Sexto",,,,26311,,,,,,,,,,,,,,,,
27561,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0a8bd61f-775c-488b-bde0-09787c655bd7,,,,,,,"https://it.wikipedia.org/wiki/Montefegatesi Montefegatesi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8953715 Montefegatesi",Montefegatesi,,,,,,,,,,,,,,,,,,,,,,,"de Montefigatexio",,,,,,,,,,,,,,,,,,,,
27558,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a12697b2-91f9-42a5-af75-3990ea497af7,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Sarzano
",,,,,,,,,,,,,,,,,,,,,,,,,,,26313,,,,,,,,,,,,,,,,
